1,"2013年1～3月期","総数",6232
2,"2013年1～3月期","うち卒業",5963
3,"2013年1～3月期","小学・中学・高校・旧中",3239
4,"2013年1～3月期","短大・高専",1077
5,"2013年1～3月期","大学",1497
6,"2013年1～3月期","大学院",150
