全国,2013年1～3月期,総数,総数,総数,総数,総数,6232,万人
全国,2013年1～3月期,総数,総数,総数,うち卒業,総数,5963,万人
全国,2013年1～3月期,総数,総数,総数,小学・中学・高校・旧中,総数,3239,万人
全国,2013年1～3月期,総数,総数,総数,短大・高専,総数,1077,万人
全国,2013年1～3月期,総数,総数,総数,大学,総数,1497,万人
全国,2013年1～3月期,総数,総数,総数,大学院,総数,150,万人
